id:ID(Student),name,enrollmentDate,expectedGraduation,learningStyle,preferredCourseLoad:int,preferredPace,workHoursPerWeek:int,financialAidStatus,preferredInstructionMode
NG33669,Kevin Smith,2025-05-17,2028-05-12,Kinesthetic,4,Standard,2,FinancialAid,In-person
QT20931,Christopher Carter,2024-06-03,2029-03-06,Kinesthetic,2,Part-time,28,Self-Pay,Hybrid
IL37355,Amy Day,2025-09-19,2027-10-12,Auditory,4,Standard,5,FinancialAid,In-person
SC46150,Diana Joyce,2023-09-02,2026-10-24,Kinesthetic,3,Standard,8,FinancialAid,Hybrid
VR26315,Walter Reilly,2024-11-26,2029-10-21,Reading-Writing,2,Part-time,38,FinancialAid,Online
GG16391,Michele Daniels,2022-08-02,2026-11-18,Reading-Writing,4,Standard,8,Self-Pay,In-person
MI78477,Matthew Ward,2025-02-22,2028-02-28,Visual,4,Standard,11,FinancialAid,Hybrid
CU99187,Mary Brown,2024-11-03,2029-05-02,Reading-Writing,4,Standard,19,Scholarship,In-person
KR35213,Cynthia Jensen,2022-03-25,2027-12-20,Visual,5,Part-time,26,FinancialAid,Hybrid
RK57915,Tina Arroyo,2025-11-20,2026-09-04,Kinesthetic,5,Standard,10,Self-Pay,Online
SG38138,Jose Fitzgerald,2024-02-19,2027-10-29,Reading-Writing,2,Standard,16,Scholarship,In-person
HW79751,William Barber,2024-06-09,2029-01-19,Visual,3,Standard,6,FinancialAid,In-person
YD32426,Jacob Ballard,2022-08-16,2025-03-03,Visual,3,Standard,20,FinancialAid,In-person
VD72923,Emma Berg,2025-05-15,2027-06-24,Visual,4,Standard,18,FinancialAid,In-person
WK02572,Heather Cruz,2024-12-26,2026-03-31,Visual,2,Standard,11,FinancialAid,Online
IU38472,Morgan Campbell,2025-06-23,2026-08-29,Auditory,3,Standard,14,Self-Pay,In-person
QY70161,Julie Harrison,2023-09-12,2029-04-19,Visual,2,Standard,17,Scholarship,In-person
JG25721,Sean Willis,2023-08-31,2025-06-21,Visual,4,Standard,11,Self-Pay,In-person
MN68352,Kimberly Hicks,2024-05-13,2029-05-26,Auditory,4,Standard,6,Scholarship,In-person
OE02472,Christina Mckee,2025-12-26,2029-05-16,Visual,4,Standard,15,FinancialAid,In-person
CM83030,Patrick Barnes,2022-12-07,2028-04-26,Kinesthetic,5,Part-time,20,FinancialAid,In-person
TK96237,Janice Mckenzie,2024-12-21,2026-12-19,Kinesthetic,4,Standard,13,Scholarship,Hybrid
FI40678,Joel Hernandez,2021-08-02,2027-09-20,Kinesthetic,3,Accelerated,0,FinancialAid,In-person
CY51450,Margaret Rowe,2024-11-16,2027-12-10,Reading-Writing,3,Accelerated,0,Scholarship,In-person
NZ64391,Richard Mccormick,2025-04-20,2029-12-25,Reading-Writing,4,Standard,0,Self-Pay,Online
IQ88011,Maria Scott,2024-01-07,2028-03-26,Auditory,2,Standard,14,Self-Pay,In-person
UE41342,Cody Benton,2023-05-27,2026-09-07,Visual,2,Standard,6,FinancialAid,In-person
DT65721,Catherine Orozco,2023-11-20,2028-05-12,Reading-Writing,4,Standard,20,Loans,Hybrid
AL52206,Rebecca Riddle,2025-01-09,2027-09-18,Auditory,3,Standard,5,Loans,In-person
CM57292,Brian Fox,2023-03-11,2027-06-06,Kinesthetic,2,Standard,13,Self-Pay,In-person
HY58388,Alicia Dougherty,2025-02-03,2028-04-08,Reading-Writing,4,Part-time,32,FinancialAid,Hybrid
UU66077,Angela Bryant,2023-11-20,2028-04-02,Reading-Writing,5,Standard,14,Self-Pay,Online
HC89216,Jason Morris,2024-11-24,2026-06-13,Auditory,5,Part-time,29,Loans,Online
FE73591,Joanne Davis,2025-07-18,2028-11-05,Reading-Writing,4,Standard,19,FinancialAid,In-person
FN76576,Adriana Parrish,2025-01-07,2027-08-24,Auditory,2,Standard,17,FinancialAid,In-person
LQ33404,Sara Davis,2024-07-29,2027-12-13,Visual,2,Standard,13,FinancialAid,Hybrid
SK84059,Brooke Smith,2025-05-27,2029-12-27,Auditory,4,Standard,19,Loans,In-person
IT08536,Kevin Carpenter,2021-03-29,2027-02-15,Reading-Writing,3,Accelerated,0,FinancialAid,In-person
LW80116,Jack Gardner,2021-05-24,2025-09-11,Reading-Writing,5,Part-time,36,Scholarship,Hybrid
IZ12525,Cindy White,2021-04-28,2026-02-07,Visual,3,Part-time,24,Self-Pay,In-person
YF89998,Mary Williamson,2022-06-02,2029-02-05,Reading-Writing,3,Standard,10,FinancialAid,In-person
SK03217,Duane Owens,2024-09-28,2029-09-25,Visual,5,Standard,1,Self-Pay,Hybrid
HI69027,Sarah Choi,2025-11-18,2028-02-10,Visual,4,Accelerated,0,Self-Pay,Online
MG74007,Michael Butler,2020-10-06,2025-11-22,Auditory,2,Standard,6,FinancialAid,Online
NK31822,Michael Johnson,2024-03-23,2026-02-23,Visual,3,Accelerated,0,Scholarship,In-person
VY95555,Patrick Robertson,2023-11-17,2026-11-03,Auditory,2,Standard,12,FinancialAid,In-person
JB14114,Andre Owen,2024-08-05,2027-11-22,Auditory,3,Standard,13,Loans,Online
OO07376,Janice Moore,2025-03-25,2029-12-13,Reading-Writing,2,Standard,19,FinancialAid,Online
ZK56915,Joseph Stewart,2024-07-07,2025-02-09,Auditory,2,Standard,15,Scholarship,Hybrid
MX60432,Michael Pugh,2023-11-28,2029-08-22,Reading-Writing,4,Part-time,20,Scholarship,Online
OL33726,Lisa Colon,2025-04-23,2026-02-22,Reading-Writing,3,Standard,10,FinancialAid,Hybrid
WS50710,Michael Perry,2022-09-24,2027-09-07,Visual,3,Accelerated,0,Self-Pay,In-person
UZ31365,Matthew Shelton,2021-07-20,2025-08-23,Kinesthetic,3,Part-time,34,Self-Pay,In-person
HN15580,James Cummings,2024-11-17,2027-02-20,Visual,2,Accelerated,0,FinancialAid,In-person
WU31620,Steven Brock,2025-05-22,2025-10-17,Kinesthetic,2,Standard,20,Self-Pay,In-person
DX26721,Julie Williams,2025-12-10,2026-02-25,Kinesthetic,4,Standard,8,Loans,In-person
FL71387,Jeremy Porter,2025-02-11,2027-12-12,Auditory,5,Standard,9,Self-Pay,In-person
KA28264,Samantha Frazier,2024-08-24,2026-10-28,Kinesthetic,3,Part-time,29,Self-Pay,Online
QR32776,Willie Patterson,2023-02-23,2028-11-01,Auditory,3,Accelerated,0,FinancialAid,Hybrid
QN19688,Adrian Tate,2021-12-26,2025-09-12,Visual,3,Standard,3,Loans,In-person
WJ04944,Joshua Norris,2024-09-11,2029-05-08,Visual,2,Standard,19,Loans,Online
ZD39560,Ricardo Davidson,2021-06-06,2027-04-06,Visual,4,Part-time,31,Self-Pay,In-person
MQ26631,Michele Adams,2023-03-31,2026-03-02,Reading-Writing,4,Accelerated,0,Scholarship,In-person
WW37078,Rachel Rogers,2023-01-26,2029-06-02,Visual,2,Standard,10,FinancialAid,In-person
WI72953,Sara Ayers,2021-12-01,2026-04-30,Kinesthetic,3,Standard,6,Self-Pay,Hybrid
QT04543,Joanne Avila,2024-01-26,2027-09-10,Auditory,4,Standard,14,FinancialAid,In-person
KN25150,Michael Nichols,2025-05-29,2027-08-16,Visual,3,Standard,13,Self-Pay,In-person
ID88896,Emily White,2021-05-10,2026-11-06,Auditory,5,Accelerated,0,Scholarship,Hybrid
BI74524,Nathan Wolf,2020-02-09,2027-03-20,Visual,2,Standard,19,Self-Pay,Online
ZB17066,Sheila Nguyen,2023-03-11,2027-11-27,Auditory,2,Standard,7,Scholarship,Online
KK78622,Donna Lopez,2024-01-15,2029-04-01,Reading-Writing,3,Standard,6,Scholarship,Hybrid
ZP35243,Terri Kim,2024-01-01,2026-02-23,Reading-Writing,2,Standard,4,Self-Pay,Hybrid
XJ93801,Gary Stone,2024-08-17,2028-12-06,Visual,5,Accelerated,0,Scholarship,In-person
PE81878,Lauren Buckley,2022-01-16,2027-08-23,Visual,4,Standard,4,FinancialAid,In-person
PR16532,Jennifer Casey,2020-08-15,2027-09-07,Visual,2,Part-time,40,FinancialAid,Hybrid
AK10460,Brian Boyd,2024-07-07,2027-07-12,Kinesthetic,2,Part-time,38,FinancialAid,Online
HO95108,Brian Meyer,2025-01-05,2028-09-30,Visual,4,Part-time,24,Self-Pay,In-person
AK53068,Tracy Warren,2023-12-01,2026-06-25,Reading-Writing,4,Part-time,21,Scholarship,Hybrid
OD41035,Jenna Sanchez,2021-04-07,2026-04-23,Auditory,4,Standard,2,Self-Pay,Hybrid
FG35902,Thomas Kaiser,2023-06-26,2026-09-13,Visual,2,Accelerated,0,FinancialAid,Online
BU92698,Sonya Williams,2025-04-05,2029-06-08,Auditory,5,Standard,6,Scholarship,In-person
WS84934,Martin Jacobson,2025-09-30,2027-12-17,Auditory,4,Part-time,34,Self-Pay,In-person
AE85562,Madeline Calderon,2024-08-17,2026-04-26,Reading-Writing,3,Accelerated,0,FinancialAid,Online
VS85013,James Fowler,2022-02-05,2027-10-17,Visual,2,Standard,15,Scholarship,Online
EM51414,Ronald Vega,2022-06-29,2027-07-26,Auditory,3,Part-time,23,Self-Pay,Hybrid
GQ32569,Miguel Stokes,2022-03-10,2027-08-31,Reading-Writing,2,Standard,18,Scholarship,Hybrid
FU63836,Kelly Mills,2024-12-23,2026-10-31,Auditory,3,Standard,12,FinancialAid,In-person
NB59956,David Jones,2024-08-11,2028-01-06,Reading-Writing,4,Standard,10,Self-Pay,In-person
XT21265,Sean Jones,2023-08-11,2028-03-31,Visual,2,Accelerated,0,FinancialAid,In-person
RE86785,Dean Williamson,2021-04-01,2025-09-11,Kinesthetic,2,Part-time,20,Loans,In-person
LQ71329,David Bailey,2025-01-29,2028-08-27,Reading-Writing,5,Standard,1,Loans,In-person
FX20046,Jay Meyer,2025-01-28,2029-01-05,Visual,2,Standard,16,Scholarship,Hybrid
YO43243,Lisa Bryant,2025-09-17,2029-06-07,Kinesthetic,3,Standard,13,FinancialAid,In-person
OK55448,Randy Robles,2023-05-26,2026-10-13,Kinesthetic,3,Standard,3,FinancialAid,In-person
KJ80599,Nathan Wallace,2022-09-14,2027-08-31,Kinesthetic,3,Standard,14,FinancialAid,In-person
KO53012,Michael Holland,2025-09-19,2027-05-16,Visual,5,Standard,13,Self-Pay,In-person
SX34576,Connor West,2021-08-06,2027-10-13,Reading-Writing,3,Standard,0,Scholarship,In-person
GT80247,Larry Clark,2025-08-18,2027-02-04,Visual,5,Standard,17,FinancialAid,In-person
KN80663,Julie Lee,2025-03-02,2028-09-13,Kinesthetic,3,Part-time,38,FinancialAid,In-person
PU57587,Juan Huber,2022-02-06,2029-12-20,Kinesthetic,2,Part-time,39,Scholarship,Hybrid
IU80509,Kristie Johnson,2025-04-07,2025-11-13,Auditory,4,Standard,10,FinancialAid,In-person
IS25553,Vincent Huang,2024-11-20,2028-05-23,Visual,3,Part-time,37,FinancialAid,Hybrid
JR83290,Haley Bell,2020-11-05,2027-01-28,Auditory,4,Standard,6,Self-Pay,In-person
KZ21179,John Green,2025-06-03,2025-03-18,Visual,3,Standard,10,Self-Pay,In-person
EW62916,Fernando Clark,2024-08-19,2027-12-29,Visual,3,Part-time,26,Scholarship,In-person
SI63142,Annette Dalton,2024-06-07,2027-03-16,Visual,5,Standard,10,Scholarship,In-person
FS13544,Gabriel Stewart,2024-11-22,2027-01-11,Reading-Writing,5,Standard,19,FinancialAid,Online
QZ14534,Michael Garcia,2024-09-26,2027-08-21,Auditory,4,Standard,20,Loans,Hybrid
VQ81913,Thomas Strickland,2024-02-21,2027-05-18,Auditory,5,Standard,20,FinancialAid,Online
XG68854,Cassandra Dickerson,2024-12-20,2029-05-15,Auditory,4,Standard,10,Scholarship,In-person
BJ86542,Kimberly Howard,2023-11-09,2026-09-24,Visual,5,Standard,12,FinancialAid,In-person
WQ41021,Colin Quinn,2024-05-16,2028-09-21,Auditory,4,Standard,12,Scholarship,In-person
TR47137,Keith Ryan,2025-01-22,2026-05-15,Visual,3,Standard,6,FinancialAid,Online
DU51911,Gregory Harvey,2021-05-01,2025-06-08,Visual,5,Standard,11,Loans,In-person
JM07791,Danielle Allen,2024-03-28,2027-01-17,Visual,5,Accelerated,0,Self-Pay,Hybrid
WG60030,Christine Hinton,2025-01-15,2027-10-27,Reading-Writing,5,Standard,10,FinancialAid,In-person
IC43895,William Brewer,2025-06-18,2026-11-14,Kinesthetic,4,Standard,14,FinancialAid,In-person
MO16135,Sandra Morrow,2024-03-18,2026-01-16,Visual,2,Standard,11,Self-Pay,In-person
CW69531,Lorraine Jimenez,2025-10-14,2027-03-20,Reading-Writing,2,Standard,12,Self-Pay,In-person
TA41630,Victor Mayer,2022-05-18,2026-02-07,Auditory,2,Part-time,34,Loans,Online
GM76220,Christine Hernandez,2025-01-19,2027-01-08,Auditory,2,Part-time,24,FinancialAid,Online
NJ55375,Michele Anderson,2025-02-18,2027-02-16,Auditory,3,Part-time,34,Loans,In-person
CR57694,Stephanie Parker,2023-07-24,2029-11-06,Reading-Writing,3,Standard,1,Self-Pay,Online
VS55317,Alexis Terry,2023-03-19,2028-06-30,Auditory,2,Part-time,29,Self-Pay,Online
OY69684,Jennifer Rush,2025-11-06,2025-11-07,Kinesthetic,2,Standard,18,Loans,In-person
MQ72273,Kristy Duke,2021-02-06,2025-07-23,Reading-Writing,2,Standard,18,Self-Pay,Hybrid
MD67814,Thomas Martinez,2023-03-22,2025-01-08,Reading-Writing,4,Standard,10,Self-Pay,Online
WU06122,Terry Parks,2025-04-06,2026-07-13,Auditory,2,Standard,19,Self-Pay,In-person
JH06745,Jeffrey Green,2024-03-17,2027-04-10,Reading-Writing,5,Standard,6,Self-Pay,In-person
JE79387,Mitchell Ramirez,2023-07-05,2026-06-10,Auditory,5,Part-time,38,Scholarship,In-person
OC67432,Jennifer Barber,2025-11-29,2029-03-10,Reading-Writing,5,Standard,5,Self-Pay,Online
IJ88204,Meredith Willis,2023-01-11,2027-01-21,Auditory,2,Standard,20,Loans,In-person
WS89200,Joseph Woodward,2023-06-22,2027-09-21,Kinesthetic,5,Standard,6,Scholarship,Hybrid
PU04531,Gary Macias,2024-04-17,2029-06-11,Visual,4,Standard,11,Self-Pay,Online
XY09118,Mark Cantrell,2025-04-12,2026-10-15,Kinesthetic,5,Standard,1,FinancialAid,Online
VQ15105,Patrick Delgado,2023-11-18,2027-02-07,Visual,5,Standard,9,Self-Pay,Online
KO34569,Peter Garza,2022-01-11,2025-10-08,Reading-Writing,4,Standard,1,FinancialAid,Hybrid
TF01851,Susan Ward,2024-08-24,2028-04-10,Visual,2,Part-time,37,Scholarship,Online
EH17730,Michaela Mccarthy,2023-06-20,2026-03-10,Reading-Writing,3,Standard,18,Self-Pay,In-person
VP24826,Kathy Briggs,2023-01-04,2026-10-19,Visual,5,Part-time,36,FinancialAid,In-person
QL80482,Joseph Cortez,2024-05-08,2026-12-08,Visual,4,Part-time,28,FinancialAid,Online
KN37201,Jacob Jones,2024-11-10,2025-04-21,Reading-Writing,3,Standard,8,Loans,In-person
XA41422,Rachel Perez,2023-01-05,2028-10-03,Visual,4,Standard,17,FinancialAid,In-person
DQ20127,Steven Vang,2025-08-31,2027-05-01,Auditory,5,Accelerated,0,Self-Pay,In-person
NL09107,Tracie Morton,2024-12-03,2029-09-22,Auditory,4,Standard,12,FinancialAid,In-person
PA21106,Holly Christensen,2024-02-01,2029-06-12,Kinesthetic,4,Standard,10,FinancialAid,In-person
AT58953,Tina Wilson,2025-06-30,2026-08-04,Auditory,5,Part-time,30,FinancialAid,Online
WB93965,Collin Jackson,2025-07-24,2026-03-09,Auditory,4,Standard,13,Self-Pay,In-person
SG92514,Scott Skinner,2024-07-25,2026-06-29,Reading-Writing,4,Part-time,30,FinancialAid,In-person
EF98425,Samantha Santos,2025-06-06,2027-06-17,Visual,3,Part-time,31,FinancialAid,In-person
YX71432,Ashley Brown,2024-01-20,2027-05-04,Visual,3,Standard,20,FinancialAid,Online
WW47868,Jennifer Mcdowell,2025-01-08,2026-06-15,Visual,2,Standard,6,Loans,Hybrid
XM15226,Mary Davis,2024-05-29,2027-08-08,Auditory,5,Part-time,29,Self-Pay,In-person
JU08367,Scott Trujillo,2024-08-01,2027-05-19,Visual,3,Standard,17,Self-Pay,In-person
BD62719,Ashley Hendricks,2025-11-26,2029-12-03,Kinesthetic,2,Standard,2,Self-Pay,In-person
XO44507,James Rodriguez,2021-06-21,2026-12-07,Reading-Writing,5,Accelerated,0,Self-Pay,Online
DK15450,Jay Rangel,2024-09-17,2026-12-18,Auditory,4,Part-time,27,Loans,Online
WF42383,Timothy Jensen,2023-08-08,2029-05-31,Kinesthetic,4,Standard,11,Loans,In-person
HZ97157,Heather Fields,2023-01-31,2026-08-17,Kinesthetic,2,Part-time,27,Loans,In-person
LT48382,Madison Costa,2025-01-02,2029-01-08,Visual,3,Standard,18,Self-Pay,In-person
LO20555,Raymond Lynch,2024-10-03,2026-03-10,Auditory,2,Part-time,31,Self-Pay,In-person
PI19318,Donald Berry,2022-01-20,2025-10-30,Kinesthetic,3,Standard,6,Self-Pay,Online
PG60281,Brittany Miller,2024-10-10,2026-10-07,Auditory,3,Standard,6,FinancialAid,In-person
MW40082,Elizabeth Torres,2024-06-11,2027-06-15,Auditory,5,Standard,17,FinancialAid,Online
OD42541,Dawn Roberts,2024-02-04,2026-11-12,Visual,4,Standard,11,FinancialAid,In-person
ZU85236,Francisco Reeves,2025-12-25,2027-01-16,Visual,5,Standard,0,Loans,In-person
GI65613,Thomas Sullivan,2023-04-12,2029-10-05,Reading-Writing,2,Part-time,32,FinancialAid,In-person
OQ44840,Tracy Campbell,2021-05-02,2025-07-09,Reading-Writing,4,Part-time,29,Loans,In-person
WH04033,Felicia Foster,2025-05-08,2029-05-22,Auditory,5,Standard,1,Scholarship,Hybrid
UZ01778,Corey Ramirez,2025-04-05,2026-11-07,Visual,3,Standard,18,FinancialAid,In-person
XN27764,Yvonne Shields,2024-07-22,2026-08-04,Kinesthetic,4,Standard,13,Self-Pay,Hybrid
AZ61247,Benjamin Hammond,2024-01-04,2029-11-12,Visual,4,Standard,2,FinancialAid,Hybrid
XK65524,Natalie Craig,2023-06-20,2028-07-22,Visual,2,Part-time,27,FinancialAid,Online
FM12378,Nancy Thompson,2024-04-06,2026-10-15,Visual,5,Standard,6,Self-Pay,In-person
VL36938,Jeanette Smith,2024-05-01,2026-03-18,Visual,5,Standard,4,Self-Pay,In-person
ZY75863,David Miller,2025-04-27,2029-09-05,Auditory,4,Accelerated,0,Self-Pay,In-person
BT48904,Ashley Edwards,2020-12-12,2027-10-31,Visual,4,Standard,5,FinancialAid,In-person
DN03642,Heather Anderson,2025-11-30,2027-03-22,Visual,5,Standard,20,Scholarship,In-person
FY75087,Elizabeth Johnson,2021-12-23,2027-05-14,Reading-Writing,2,Part-time,27,FinancialAid,In-person
TC31207,Jennifer Taylor,2021-02-01,2026-11-02,Reading-Writing,2,Standard,9,FinancialAid,Online
JQ80217,Caitlyn Escobar,2024-12-30,2029-12-02,Auditory,5,Part-time,24,FinancialAid,In-person
YM74679,Daniel Page,2025-10-30,2025-02-05,Visual,4,Part-time,32,FinancialAid,Hybrid
OC97848,James Phillips,2024-03-21,2026-02-28,Auditory,3,Standard,7,Scholarship,In-person
PF08802,Brad Wood,2024-03-17,2029-04-11,Reading-Writing,3,Standard,15,FinancialAid,In-person
AA51648,David Wilson,2023-09-21,2026-02-05,Reading-Writing,4,Standard,9,FinancialAid,In-person
DN92985,Margaret Foley,2024-04-07,2025-02-16,Kinesthetic,2,Standard,12,FinancialAid,In-person
OS49291,Jose Miller,2024-05-11,2027-05-15,Visual,2,Standard,20,FinancialAid,In-person
ZE00374,Karen Brown,2024-04-15,2028-10-13,Kinesthetic,3,Standard,8,Self-Pay,Hybrid
UK95090,Nicholas Cisneros,2025-09-26,2029-11-07,Kinesthetic,4,Standard,7,Scholarship,Online
VG91971,Alexandra Howard,2023-11-23,2026-09-17,Reading-Writing,5,Standard,16,Self-Pay,Online
SJ78536,Sara Pierce,2023-02-25,2025-07-24,Reading-Writing,2,Part-time,25,Loans,Online
AJ92700,Katie Grant,2020-04-17,2027-05-23,Reading-Writing,4,Standard,2,Scholarship,Hybrid
JF99029,John Ramos,2023-04-11,2027-01-10,Visual,4,Part-time,40,Self-Pay,In-person
IW41450,Nicole Boyle,2024-02-25,2027-04-19,Kinesthetic,5,Standard,9,FinancialAid,Hybrid
XO13549,Alan Grimes,2025-12-04,2028-09-19,Reading-Writing,5,Standard,13,FinancialAid,In-person
MU64758,Luis Anderson,2023-05-16,2025-04-27,Auditory,4,Part-time,34,Self-Pay,Online
WB90336,Elizabeth Roberts,2023-10-22,2026-07-31,Visual,5,Standard,20,Self-Pay,Online
AE64785,Teresa Mann,2023-04-26,2025-09-22,Auditory,2,Standard,9,FinancialAid,In-person
CG69223,Nicholas Rasmussen,2023-02-26,2026-01-23,Reading-Writing,2,Standard,4,Self-Pay,In-person
TJ95461,Kara Bridges,2025-03-21,2027-05-24,Kinesthetic,2,Part-time,35,FinancialAid,In-person
YL43044,Carla Hill,2025-08-28,2027-10-14,Auditory,2,Accelerated,0,Self-Pay,Hybrid
LU76052,Carol Smith,2024-01-17,2027-11-12,Visual,3,Standard,19,FinancialAid,Online
ML24720,Heather Griffin,2024-04-19,2028-09-09,Visual,5,Standard,8,Scholarship,In-person
WF66098,Amanda Mack,2025-10-08,2026-08-26,Visual,3,Standard,16,FinancialAid,Online
QZ03697,Timothy Rodgers,2024-03-10,2025-04-04,Reading-Writing,2,Standard,16,FinancialAid,In-person
ZO58358,Taylor Best,2022-11-27,2025-01-08,Visual,4,Standard,15,FinancialAid,In-person
QS14806,Donna Thomas,2023-04-30,2026-11-27,Visual,3,Standard,19,FinancialAid,Hybrid
GM10792,Diana Nelson,2025-07-17,2027-11-18,Reading-Writing,4,Accelerated,0,Loans,Hybrid
HQ39099,Michael Oconnor,2024-05-12,2027-03-18,Visual,3,Standard,18,Self-Pay,Hybrid
TP19542,Stephanie Lopez,2022-12-15,2027-03-30,Visual,5,Standard,15,Self-Pay,In-person
FS86092,Alexander Schultz,2025-02-01,2027-04-19,Auditory,4,Standard,4,FinancialAid,Hybrid
SW73040,Jennifer Santana,2025-12-07,2025-12-06,Auditory,5,Part-time,29,Self-Pay,Hybrid
MK29528,Steven Dillon,2023-12-18,2027-06-04,Visual,3,Part-time,28,FinancialAid,Hybrid
RX04008,Noah Clark,2025-10-31,2028-02-24,Visual,2,Standard,15,Self-Pay,Online
KX79201,Craig King,2024-02-07,2028-12-22,Auditory,4,Part-time,36,Self-Pay,In-person
KG31369,Colleen Dean,2025-04-30,2027-05-13,Kinesthetic,5,Part-time,28,Self-Pay,In-person
ZW77948,Mark Robinson,2024-12-31,2027-02-11,Visual,5,Part-time,35,Loans,In-person
MN90459,Brianna Elliott,2023-08-09,2028-10-31,Reading-Writing,5,Standard,8,FinancialAid,In-person
TW35854,Christina Garcia,2023-08-09,2028-09-28,Visual,5,Standard,20,Self-Pay,Online
EA68520,James Harris,2025-08-27,2027-01-07,Reading-Writing,3,Part-time,37,Self-Pay,In-person
FE27724,Sara Mooney,2025-09-01,2026-05-09,Auditory,3,Standard,18,FinancialAid,Online
ZG40127,Brenda Chandler,2024-06-03,2028-04-22,Visual,2,Standard,3,Scholarship,In-person
HY00945,Ashley Davis,2025-08-09,2027-03-07,Auditory,5,Standard,12,Loans,In-person
DD35652,Seth Holmes,2024-08-17,2028-10-22,Visual,3,Standard,11,Scholarship,Online
MG61383,John Nelson,2025-12-08,2027-12-29,Visual,4,Standard,14,Self-Pay,In-person
MX44765,Vanessa Luna,2025-11-06,2027-05-28,Kinesthetic,5,Part-time,28,Self-Pay,Hybrid
AI62046,Benjamin Spears,2025-08-11,2029-11-16,Visual,2,Standard,17,FinancialAid,In-person
MA14273,Daniel Curtis,2024-01-28,2025-02-11,Visual,3,Standard,13,Scholarship,In-person
LY65659,James Poole,2023-03-22,2028-09-29,Reading-Writing,3,Standard,13,Self-Pay,Hybrid
QI49797,Paula Johnson,2023-07-01,2027-03-27,Visual,3,Standard,20,FinancialAid,Hybrid
UB62958,Stacie Small,2022-12-06,2025-07-02,Auditory,2,Standard,15,Scholarship,In-person
VU22493,April Harvey,2025-10-18,2025-10-12,Visual,5,Standard,8,FinancialAid,In-person
VP13892,Patrick Huffman,2024-03-16,2027-12-20,Reading-Writing,3,Standard,0,FinancialAid,In-person
IS84479,Jacqueline Wolf,2022-02-02,2028-07-17,Visual,4,Standard,14,Self-Pay,Online
IO58156,Elizabeth Fisher,2023-08-06,2026-11-17,Visual,3,Standard,8,Loans,Hybrid
WB63283,Michael Espinoza,2025-10-08,2028-10-08,Auditory,5,Standard,18,FinancialAid,In-person
DI09528,Jennifer Bird,2024-02-25,2026-11-09,Kinesthetic,2,Part-time,40,FinancialAid,In-person
